host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,customers @ 50% review rate,"Daily Rev per 2 guests, unless limited to 1",Min Nights,Total Rev,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,zipcode_prefix,zipcode_dummy,Zipcode_mapped_values
9139235,Gijsbert,2013,9/30,9/30/13,3.79,2983921,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 LP,Netherlands,52.37435333,4.882976345,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,50,100,200,"10,000",within a day,1,25,86,8,9,9,9,9,8,1016,9,City Center
9146073,Emma,2013,9/30,9/30/13,3.79,1737316,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092 TV,Netherlands,52.35863679,4.923827628,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,2,16,85,170,"2,720",within a day,0.7,8,93,10,10,10,10,8,9,1092,61,East
9148155,Jeske,2013,9/30,9/30/13,3.79,1737091,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.3597391,4.902418448,Apartment,Private room,2,1,1,1,Real Bed,150,2,40,1,2,150,150,300,within a few hours,1,1,100,10,10,10,10,10,10,1017,10,City Center
9156219,Maja,2013,10/1,10/1/13,3.78,1738720,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36296555,4.868671057,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,12,90,180,"2,160",within an hour,1,6,100,9,10,10,10,9,9,1054,30,West
9161170,Emma,2013,10/1,10/1/13,3.78,3715639,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36576952,4.859597145,Apartment,Entire home/apt,2,1,2,1,Real Bed,95,2,25,3,8,95,285,"2,280",N/A,N/A,4,100,10,10,10,10,10,9,1057,33,West
9161697,Leon,2013,10/1,10/1/13,3.78,2631118,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 HL,Netherlands,52.37686025,4.89743053,Apartment,Entire home/apt,4,1,2,2,Real Bed,225,1,0,3,34,225,675,"22,950",within a few hours,0.9,17,96,10,9,10,9,10,9,1012,5,City Center
9164546,Ron,2013,10/1,10/1/13,3.78,2892186,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095,Netherlands,52.36430756,4.942463104,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,100,1,0,3,20,100,300,"6,000",within a day,0.8,10,96,10,10,10,10,9,9,1095,64,East
9166182,Robbert,2013,10/1,10/1/13,3.78,1741106,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 JX,Netherlands,52.36009797,4.86061162,House,Entire home/apt,3,1,1,3,Real Bed,110,2,30,2,8,110,220,"1,760",within a few hours,0.88,4,100,10,10,10,10,10,10,1054,30,West
9166444,Robbert Jan,2013,10/1,10/1/13,3.78,3390843,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37560851,4.878317447,Apartment,Entire home/apt,4,1,2,2,Real Bed,209,1,0,3,8,209,627,"5,016",within a few hours,0.92,4,85,10,8,10,10,10,9,1016,9,City Center
9169958,Bas,2013,10/1,10/1/13,3.78,2196966,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 JV,Netherlands,52.3713991,4.920906869,Apartment,Entire home/apt,4,1,2,3,Real Bed,96,1,0,4,2,96,384,768,N/A,N/A,1,100,8,10,10,10,8,8,1018,11,City Center
9171269,Michelle,2013,10/1,10/1/13,3.78,1742119,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36699201,4.873482096,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,2,10,2,8,100,200,"1,600",within a few hours,1,4,90,10,8,10,10,9,8,1053,29,West
9181817,Kasia,2013,10/2,10/2/13,3.78,1744253,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079 DT,Netherlands,52.34087586,4.901730428,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,12,100,200,"2,400",within a day,0.71,6,97,10,10,10,10,9,10,1079,54,South
9183596,Lily,2013,10/2,10/2/13,3.78,1744656,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 EJ,Netherlands,52.35361729,4.910853319,Apartment,Entire home/apt,2,1,1,2,Real Bed,95,1,0,3,6,95,285,"1,710",within a day,0.7,3,100,10,10,10,10,10,10,1091,60,East
9188715,Annelies,2013,10/2,10/2/13,3.78,1952281,Centrum-Oost,Amsterdam,Amsterdam,NH,North Holland,1091,Netherlands,52.36256376,4.912414836,Apartment,Private room,2,1.5,1,1,Real Bed,75,1,20,2,16,95,190,"3,040",within a few hours,0.9,8,94,10,10,10,10,9,9,1091,60,East
9191210,Steven,2013,10/2,10/2/13,3.78,1746388,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1058,Netherlands,52.35460077,4.851916221,Apartment,Entire home/apt,4,1,2,2,Real Bed,135,1,0,3,8,135,405,"3,240",within a day,0.8,4,90,9,9,10,10,9,9,1058,34,West
9203493,Sander,2013,10/3,10/3/13,3.78,1749237,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075,Netherlands,52.35295796,4.855015812,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,32,99,198,"6,336",within a day,0.82,16,97,10,9,10,10,10,10,1075,50,South
9208305,Kim,2013,10/3,10/3/13,3.78,1750560,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37338534,4.903722588,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,1,4,75,75,300,within a day,1,2,100,8,10,10,10,10,10,1011,4,City Center
9210809,Daan,2013,10/3,10/3/13,3.78,3004220,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051,Netherlands,52.3845619,4.875891545,Apartment,Entire home/apt,4,1,2,4,Real Bed,175,2,0,2,38,175,350,"13,300",within a day,0.94,19,89,9,9,9,10,9,9,1051,27,West
9219776,Kees,2013,10/4,10/4/13,3.77,1752692,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35653075,4.896842994,Apartment,Entire home/apt,4,1,2,4,Real Bed,250,2,0,3,4,250,750,"3,000",within a few hours,1,2,100,10,10,9,10,10,10,1073,48,South
9225306,Josien,2013,10/4,10/4/13,3.77,3484708,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1062,Netherlands,52.35446307,4.841419599,Apartment,Private room,2,1,1,1,Real Bed,79,2,20,3,34,79,237,"8,058",within a few hours,1,17,91,9,10,10,9,9,9,1062,38,West
9231815,Jacqueline,2013,10/4,10/4/13,3.77,1758660,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36620338,4.861195341,Apartment,Entire home/apt,2,1,2,1,Real Bed,125,2,40,4,4,125,500,"2,000",within a few hours,1,2,94,7,10,10,10,10,9,1057,33,West
9238680,Bas,2013,10/5,10/5/13,3.77,2180729,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1052 RT,Netherlands,52.37014616,4.866281768,Apartment,Entire home/apt,4,1,2,4,Real Bed,120,2,25,2,14,120,240,"3,360",within a day,1,7,100,10,9,9,9,9,9,1052,28,West
9254989,Ingeborg,2013,10/6,10/6/13,3.77,1959340,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 BG,Netherlands,52.37631832,4.940430767,Boat,Entire home/apt,4,1,1,2,Real Bed,120,2,30,2,40,120,240,"9,600",within an hour,1,20,99,10,10,10,10,10,9,1019,12,City Center
9261386,Bjorn,2013,10/6,10/6/13,3.77,1761968,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.3754059,4.870250419,Apartment,Entire home/apt,3,1,2,2,Real Bed,95,2,15,3,44,95,285,"12,540",within an hour,1,22,95,10,10,9,10,9,9,1052,28,West
9263305,Rob,2013,10/6,10/6/13,3.77,1762277,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.3750144,4.847611928,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,50,3,2,99,297,594,within a day,0.6,1,100,10,10,10,10,10,10,1055,31,West
9263706,Saskia,2013,10/6,10/6/13,3.77,3470249,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 SV,Netherlands,52.3861969,4.881997709,Apartment,Entire home/apt,3,1,2,3,Real Bed,109,1,0,2,22,109,218,"4,796",within a few hours,1,11,96,9,9,10,10,10,10,1013,6,City Center
9266296,Marike,2013,10/6,10/6/13,3.77,2133234,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 AW,Netherlands,52.36994878,4.942238613,Boat,Entire home/apt,2,1,0,1,Real Bed,90,1,0,2,132,90,180,"23,760",within an hour,1,66,97,10,10,10,10,9,9,1019,12,City Center
9275484,Henrica,2013,10/7,10/7/13,3.77,2611438,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 DE,Netherlands,52.36699885,4.911713143,Bed & Breakfast,Private room,2,1,1,1,Real Bed,73,2,20,1,142,73,73,"10,366",within a day,0.85,71,94,10,9,10,10,10,9,1018,11,City Center
9275751,Hester,2013,10/7,10/7/13,3.77,1764862,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36300299,4.867668359,Apartment,Entire home/apt,4,1,2,2,Real Bed,69,2,15,1,16,69,69,"1,104",N/A,N/A,8,97,9,10,10,10,10,10,1054,30,West
9281234,Jeroen,2013,10/7,10/7/13,3.77,1766327,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1094,Netherlands,52.3651847,4.928650614,Apartment,Entire home/apt,4,1,2,2,Real Bed,89,2,37,2,20,89,178,"3,560",within a few hours,1,10,93,9,10,10,10,9,9,1094,63,East
9281957,Victorien,2013,10/7,10/7/13,3.77,1766502,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35458422,4.880788015,Apartment,Entire home/apt,2,1,1,1,Real Bed,121,2,30,2,2,121,242,484,N/A,N/A,1,97,10,8,10,10,10,10,1071,46,South
9282639,Laura & Marnix,2013,10/7,10/7/13,3.77,2993046,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 BA,Netherlands,52.34910922,4.886829734,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,1,0,3,12,70,210,"2,520",within a day,1,6,100,10,10,10,10,9,10,1078,53,South
9284477,Pieter,2013,10/7,10/7/13,3.77,1767105,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35186421,4.899066926,Apartment,Entire home/apt,5,1,2,2,Real Bed,225,1,0,1,4,225,225,900,within a few hours,1,2,97,10,9,10,10,10,10,1074,49,South
9287585,Raul,2013,10/7,10/7/13,3.77,5367709,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013XG,Netherlands,52.37900212,4.89239821,Bed & Breakfast,Private room,3,1,1,2,Real Bed,119,2,15,1,2,119,119,238,within a few hours,0.88,1,100,10,10,10,10,10,10,1013,6,City Center
9301752,Lisette,2013,10/8,10/8/13,3.76,1996779,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 XT,Netherlands,52.36514192,4.878752678,Apartment,Entire home/apt,2,1,0,1,Real Bed,69,1,0,3,24,69,207,"4,968",within a day,0.7,12,92,10,9,10,9,9,9,1016,9,City Center
9302267,Short Stay Group,2013,10/8,10/8/13,3.76,5073836,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013 LE,Netherlands,52.38375051,4.889620737,Apartment,Entire home/apt,4,1,2,3,Real Bed,200,1,0,2,2,200,400,800,within a day,0.5,1,60,4,8,4,6,6,6,1013,6,City Center
9302267,Short Stay Group,2013,10/8,10/8/13,3.76,1899699,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093 JK,Netherlands,52.35941779,4.927745631,Apartment,Entire home/apt,4,1,1,3,Real Bed,85,1,0,7,2,85,595,"1,190",within a day,0.5,1,80,10,10,10,4,8,6,1093,62,East
9302267,Short Stay Group,2013,10/8,10/8/13,3.76,1779876,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34692486,4.910385447,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,7,2,90,630,"1,260",within a day,0.5,1,69,2,8,10,10,6,6,1078,53,South
9305010,Joris & Sabine,2013,10/8,10/8/13,3.76,4225239,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053aj,Netherlands,52.37044185,4.866951034,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,1,0,3,36,100,300,"10,800",within a few hours,0.8,18,98,10,10,10,10,10,9,1053,29,West
9314105,Annemiek En Bauke,2013,10/8,10/8/13,3.76,1927634,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 DD,Netherlands,52.38119015,4.926990376,Boat,Entire home/apt,4,1,2,4,Real Bed,249,4,0,4,10,249,996,"9,960",within a few hours,1,5,100,10,10,10,10,10,10,1019,12,City Center
9323338,Anne,2013,10/9,10/9/13,3.76,1775431,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 KA,Netherlands,52.38265518,4.869356804,Apartment,Entire home/apt,4,1,2,4,Real Bed,95,2,20,1,18,95,95,"1,710",within a day,0.71,9,100,10,10,9,10,10,10,1051,27,West
9331111,Mar,2013,10/9,10/9/13,3.76,4090544,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 JG,Netherlands,52.36428617,4.864034888,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,1,25,2,6,145,290,"1,740",within a day,0.59,3,100,10,10,10,10,10,10,1053,29,West
9331818,Michael,2013,10/9,10/9/13,3.76,1777432,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1076 LA,Netherlands,52.34189408,4.862250589,Apartment,Entire home/apt,4,1,2,2,Real Bed,110,1,30,1,28,140,140,"3,920",within a day,1,14,100,10,10,10,10,9,9,1076,51,South
9349499,Imre,2013,10/10,10/10/13,3.76,3741730,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 VC,Netherlands,52.36884974,4.877942199,Apartment,Entire home/apt,4,1,0,2,Real Bed,85,2,10,1,34,85,85,"2,890",a few days or more,0.46,17,88,9,7,9,9,10,9,1016,9,City Center
9351934,Be,2013,10/10,10/10/13,3.76,1781662,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 PL,Netherlands,52.3747424,4.879874608,Apartment,Entire home/apt,4,1,2,3,Real Bed,170,1,0,1,78,170,170,"13,260",within a few hours,0.95,39,88,9,8,10,9,10,9,1016,9,City Center
9364369,Stephan,2013,10/11,10/11/13,3.76,1784060,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.3552296,4.888737099,Apartment,Entire home/apt,1,1,1,1,Real Bed,75,1,0,3,88,75,225,"19,800",within a few hours,1,44,97,10,10,10,10,10,9,1072,47,South
9367465,Margreet,2013,10/11,10/11/13,3.76,1787934,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35111547,4.915617995,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,2,8,75,150,"1,200",within an hour,0.9,4,90,9,10,10,10,9,10,1091,60,East
9367538,Annie,2013,10/11,10/11/13,3.76,1784824,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35754635,4.865523202,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,10,3,26,109,327,"8,502",within a day,0.92,13,97,10,9,10,10,9,9,1054,30,West
9369116,Leanne,2013,10/11,10/11/13,3.76,1850613,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093 GE,Netherlands,52.36690465,4.921233465,Apartment,Entire home/apt,4,1,2,2,Real Bed,105,2,40,2,26,105,210,"5,460",a few days or more,0.34,13,97,10,10,10,10,9,9,1093,62,East
9379642,Wouter,2013,10/12,10/12/13,3.75,1787297,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 KH,Netherlands,52.35113163,4.913626135,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,1,0,2,42,70,140,"5,880",within a few hours,1,21,92,9,8,10,10,10,9,1091,60,East
9381245,Menno,2013,10/12,10/12/13,3.75,4657496,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1071 NL,Netherlands,52.35392421,4.871946251,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1,0,2,4,175,350,"1,400",within an hour,1,2,100,10,10,10,10,10,10,1071,46,South
9386523,Monique,2013,10/12,10/12/13,3.75,4480255,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053KV,Netherlands,52.36896992,4.870909156,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,5,2,125,625,"1,250",within a day,0.67,1,100,10,10,10,10,10,10,1053,29,West
9396158,Rob & Ren̩,2013,10/13,10/13/13,3.75,2514858,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073 AH,Netherlands,52.35089113,4.894373166,Apartment,Private room,2,1,1,1,Real Bed,65,1,0,2,2,65,130,260,within a few hours,1,1,97,10,10,10,10,8,10,1073,48,South
9398246,Nienke,2013,10/13,10/13/13,3.75,1791234,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094 PR,Netherlands,52.35993507,4.936028097,Apartment,Entire home/apt,4,1,2,2,Real Bed,80,1,25,2,34,105,210,"7,140",within a day,0.7,17,96,10,10,10,10,9,9,1094,63,East
9403360,Roel,2013,10/13,10/13/13,3.75,4671224,Slotervaart,Amsterdam,Amsterdam,NH,North Holland,1062 JR,Netherlands,52.36220996,4.840508362,Apartment,Private room,3,1,1,1,Real Bed,79,2,40,1,16,79,79,"1,264",within an hour,1,8,90,10,10,9,10,8,9,1062,38,West
9405319,Nikki,2013,10/13,10/13/13,3.75,3658375,Oud-Oost,Amsterdam,Amsterdam,NH,North Holland,1091GT,Netherlands,52.35660513,4.909598177,Apartment,Entire home/apt,2,1,1,1,Real Bed,179,1,0,2,6,179,358,"2,148",within an hour,0.98,3,100,7,9,10,10,10,9,1091,60,East
9407055,Femke,2013,10/13,10/13/13,3.75,3309390,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 ZS,Netherlands,52.35844146,4.894792285,Boat,Private room,2,1,1,1,Real Bed,115,1,0,1,8,115,115,920,within an hour,1,4,95,10,10,9,10,10,10,1017,10,City Center
9412285,Ana,2013,10/14,10/14/13,3.75,1793971,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1025 RW,Netherlands,52.39270026,4.92514913,Apartment,Entire home/apt,4,1,2,2,Real Bed,86,2,30,2,20,86,172,"3,440",within an hour,1,10,94,9,10,10,10,9,8,1025,17,North
9417941,Willie,2013,10/14,10/14/13,3.75,3153526,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 XC,Netherlands,52.3673391,4.882033008,Apartment,Entire home/apt,4,1,2,4,Real Bed,120,1,0,3,34,120,360,"12,240",within a day,0.96,17,84,9,9,9,9,10,8,1016,9,City Center
9426449,Marloes & Gabriel,2013,10/14,10/14/13,3.75,1901845,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1065 BG,Netherlands,52.35928585,4.81915114,House,Entire home/apt,5,2,2,5,Real Bed,190,4,30,2,16,190,380,"6,080",within an hour,1,8,95,10,10,10,10,9,9,1065,41,West
9426449,Marloes & Gabriel,2013,10/14,10/14/13,3.75,1797364,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1065 BG,Netherlands,52.3599089,4.818858746,Apartment,Entire home/apt,3,1,1,3,Real Bed,80,2,30,2,24,80,160,"3,840",within an hour,1,12,95,10,10,10,10,9,9,1065,41,West
9426449,Marloes & Gabriel,2013,10/14,10/14/13,3.75,1859255,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1065 BG,Netherlands,52.35822943,4.819242494,Apartment,Entire home/apt,2,1,0,1,Real Bed,75,1,0,2,42,75,150,"6,300",within an hour,1,21,97,10,10,10,10,9,9,1065,41,West
9428832,Claire,2013,10/14,10/14/13,3.75,3601855,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056 HH,Netherlands,52.37278564,4.859516969,Apartment,Entire home/apt,4,1,2,2,Real Bed,95,2,25,2,2,95,190,380,N/A,N/A,1,100,10,8,10,10,8,10,1056,32,West
9434039,Lars,2013,10/15,10/15/13,3.74,1798945,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017 EX,Netherlands,52.36313988,4.89803387,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,2,60,2,12,199,398,"4,776",within a day,1,6,100,10,10,10,10,10,9,1017,10,City Center
9436031,Olivia,2013,10/15,10/15/13,3.74,4693511,Oud-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1091 TP,Netherlands,52.35008627,4.914006462,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,1,0,4,8,80,320,"2,560",within an hour,1,4,95,10,9,10,10,10,10,1091,60,East
9437651,Carl,2013,10/15,10/15/13,3.74,1799828,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 PL,Netherlands,52.37300696,4.892568773,Apartment,Entire home/apt,3,1,0,2,Real Bed,65,2,45,1,132,65,65,"8,580",within a few hours,0.97,66,94,10,9,10,10,10,9,1012,5,City Center
9445701,Sjoerd & Judith,2013,10/15,10/15/13,3.74,1801727,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074 HZ,Netherlands,52.35338661,4.907581909,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,1,0,6,2,150,900,"1,800",N/A,N/A,1,100,10,10,10,10,10,10,1074,49,South
9446964,Rosa,2013,10/15,10/15/13,3.74,1802029,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35039757,4.904645769,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,1,4,89,89,356,within a day,0.5,2,90,10,10,9,10,10,9,1074,49,South
9447620,Stefanie,2013,10/15,10/15/13,3.74,1802090,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37439555,4.902168213,Apartment,Entire home/apt,2,2,1,1,Real Bed,135,1,0,1,10,135,135,"1,350",within an hour,1,5,96,10,10,8,8,10,10,1011,4,City Center
9449364,Leonard,2013,10/15,10/15/13,3.74,3575543,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35335372,4.869653207,Apartment,Entire home/apt,2,1,2,1,Real Bed,150,1,0,2,18,150,300,"5,400",within an hour,1,9,100,10,9,10,10,10,10,1071,46,South
9456796,Deborah,2013,10/16,10/16/13,3.74,3776362,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 HN,Netherlands,52.35051744,4.888531361,Apartment,Entire home/apt,4,1,2,2,Real Bed,160,2,20,2,4,160,320,"1,280",within a few hours,1,2,100,10,10,10,10,10,9,1072,47,South
9464252,Yve,2013,10/16,10/16/13,3.74,1810045,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34531597,4.899717583,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1,0,1,50,65,65,"3,250",within a few hours,1,25,90,9,10,9,9,9,9,1078,53,South
9466319,Willem,2013,10/16,10/16/13,3.74,1806340,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 GA,Netherlands,52.36623473,4.8632063,Apartment,Entire home/apt,5,1,3,3,Real Bed,88,4,50,2,14,88,176,"2,464",within an hour,1,7,91,9,8,10,10,9,9,1053,29,West
9476418,Ricky,2013,10/17,10/17/13,3.74,1808102,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1098WE,Netherlands,52.3421586,4.949372011,Apartment,Private room,2,1,1,1,Real Bed,60,0,0,1,8,60,60,480,within an hour,1,4,95,9,9,10,10,9,10,1098,67,East
9497470,Awa,2013,10/18,10/18/13,3.74,1812912,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 HW,Netherlands,52.35958794,4.866245955,Other,Private room,1,1,1,1,Real Bed,40,1,0,1,2,40,40,80,within an hour,1,1,100,10,10,10,10,10,10,1054,30,West
9502480,Roel,2013,10/18,10/18/13,3.74,1814121,Osdorp,Amsterdam,Amsterdam,North Holland,North Holland,1067 SN,Netherlands,52.36858416,4.793783062,Other,Private room,2,1,1,1,Real Bed,110,1,0,1,222,110,110,"24,420",within an hour,1,111,92,9,8,9,9,9,9,1067,43,West
9517440,Francesco,2013,10/19,10/19/13,3.73,1817456,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1053,Netherlands,52.36540354,4.871914894,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,2,0,1,138,65,65,"8,970",within a few hours,0.96,69,90,9,9,10,10,9,9,1053,29,West
9519520,Ilse,2013,10/19,10/19/13,3.73,1819548,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1086xp,Netherlands,52.36641023,4.981573657,House,Private room,2,1,1,1,Real Bed,79,2,0,3,2,79,237,474,within an hour,1,1,100,10,10,10,10,10,10,1086,58,East
9519520,Ilse,2013,10/19,10/19/13,3.73,2066501,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1086 XP,Netherlands,52.36258915,4.977485192,House,Private room,2,1,1,1,Real Bed,79,2,0,3,8,79,237,"1,896",within an hour,1,4,100,10,10,10,10,9,10,1086,58,East
